Time(second)	 Number of Vehicles	 Right Ave. Speed	 Left Ave. Speed
 1 			 5 		 22.109678 		 15.794873
 2 			 3 		 24.321265 		 2.868327
 3 			 4 		 17.558509 		 15.489759
 4 			 4 		 0.000000 		 20.192572
 5 			 4 		 0.000000 		 18.803293
 6 			 6 		 17.121725 		 16.375821
 7 			 5 		 22.414247 		 21.246565
 8 			 6 		 9.593886 		 20.191031
 9 			 7 		 6.932880 		 22.019045
 10 			 9 		 17.937658 		 18.066273
 11 			 8 		 15.325562 		 15.843226
 12 			 7 		 12.852792 		 16.386798
 13 			 6 		 15.300338 		 13.966942
 14 			 7 		 16.350478 		 12.943515
 15 			 6 		 16.716336 		 23.124175
 16 			 5 		 15.482031 		 11.045605
 17 			 6 		 22.946296 		 36.805811
 18 			 4 		 9.912797 		 19.396800
 19 			 4 		 14.639756 		 21.345425
 20 			 1 		 0.000000 		 23.241680
 21 			 5 		 12.046932 		 22.769714
 22 			 4 		 29.733461 		 16.412354
 23 			 5 		 17.925641 		 6.259307
 24 			 3 		 36.603836 		 6.697276
 25 			 4 		 25.363202 		 5.963629
 26 			 6 		 28.707407 		 2.673714
 27 			 6 		 23.727159 		 4.419522
 28 			 9 		 15.822527 		 4.746921
 29 			 6 		 21.226367 		 11.192946
 30 			 6 		 9.984270 		 31.464049
 31 			 6 		 13.692487 		 3.978661
 32 			 6 		 10.993549 		 5.113484
 33 			 5 		 15.628163 		 3.615369
 34 			 5 		 15.012237 		 0.000000
 35 			 5 		 15.795300 		 1.348142
 36 			 7 		 12.400788 		 10.301645
 37 			 5 		 11.660929 		 9.017561
 38 			 3 		 7.234058 		 5.602898
 39 			 3 		 0.000000 		 6.184771
 40 			 3 		 0.000000 		 8.972944
 41 			 5 		 5.555578 		 23.055672
 42 			 6 		 19.008033 		 1.254687
 43 			 6 		 17.104229 		 10.818702
 44 			 6 		 14.079220 		 0.000000
 45 			 5 		 10.425009 		 0.000000
 46 			 4 		 20.419321 		 0.000000
 47 			 5 		 13.651729 		 2.637299
 48 			 5 		 1.663686 		 15.667138
 49 			 4 		 5.305134 		 4.798176
 50 			 6 		 8.923708 		 0.496716
 51 			 4 		 12.380731 		 0.440198
 52 			 3 		 8.897459 		 8.247499
 53 			 2 		 0.000000 		 3.468858
 54 			 3 		 5.016947 		 6.536114
 55 			 3 		 20.722206 		 5.893076
 56 			 3 		 34.526990 		 5.352833
 57 			 8 		 20.103350 		 5.077941
 58 			 6 		 18.963406 		 1.549038
 59 			 7 		 15.828300 		 3.472253
 60 			 10 		 10.005332 		 15.811563
 61 			 8 		 19.886238 		 7.263028
 62 			 3 		 19.757318 		 6.369214
 63 			 8 		 1.667005 		 4.406265
 64 			 5 		 1.105615 		 6.815102
 65 			 4 		 13.942381 		 10.584474
 66 			 9 		 17.484637 		 13.211342
 67 			 8 		 8.248978 		 23.111906
 68 			 6 		 2.805527 		 18.636340
 69 			 5 		 19.453864 		 14.378596
 70 			 9 		 10.425597 		 16.602001
 71 			 8 		 10.107672 		 16.586627
 72 			 5 		 2.027547 		 13.310770
 73 			 6 		 17.846885 		 14.872800
 74 			 4 		 0.000000 		 11.319235
 75 			 5 		 14.071444 		 6.956018
 76 			 4 		 14.261198 		 9.025858
 77 			 6 		 5.825984 		 9.876335
 78 			 4 		 4.965645 		 12.282299
 79 			 5 		 3.480901 		 10.664415
 80 			 4 		 3.154783 		 8.370208
 81 			 4 		 3.106942 		 10.237825
 82 			 4 		 3.280100 		 9.351739
 83 			 5 		 0.000000 		 10.197854
 84 			 4 		 8.127729 		 3.801235
 85 			 5 		 0.000000 		 10.443472
 86 			 8 		 31.423273 		 3.783022
 87 			 6 		 20.048942 		 5.483828
 88 			 6 		 15.617609 		 4.713967
