0,6763
1,2434
2,1580
3,1841
4,1951
5,2017
6,1977
7,1905
8,1827
9,1750
10,1772
11,1839
12,2042
13,2162
14,2291
15,2463
16,2373
17,2292
18,2229
19,2101
20,1857
21,1733
22,1688
23,1705
24,1768
25,1581
26,1433
27,1303
28,1141
29,1038
30,1014
31,1158
32,1168
33,1004
34,987
35,837
36,722
37,663
38,645
39,622
40,558
41,557
42,545
43,562
44,599
45,630
46,644
47,609
48,576
49,485
50,449
51,442
52,436
53,481
54,491
55,546
56,516
57,534
58,527
59,494
60,460
61,441
62,469
63,428
64,402
65,353
66,396
67,364
68,362
69,354
70,354
71,387
72,383
73,396
74,373
75,406
76,391
77,397
78,427
79,401
80,456
81,504
82,457
83,531
84,606
85,644
86,694
87,758
88,814
89,951
90,1137
91,1299
92,1515
93,1655
94,1800
95,1977
96,2062
97,2050
98,2130
99,2277
100,2261
101,2228
102,2051
103,1892
104,1950
105,1809
106,1818
107,1779
108,1760
109,1824
110,1839
111,1930
112,2081
113,2127
114,2048
115,1825
116,1649
117,1391
118,1333
119,1278
120,1184
121,1117
122,1026
123,848
124,771
125,696
126,708
127,640
128,660
129,666
130,598
131,602
132,561
133,530
134,501
135,523
136,520
137,502
138,527
139,559
140,574
141,636
142,662
143,688
144,744
145,762
146,852
147,835
148,818
149,765
150,741
151,756
152,798
153,867
154,1035
155,1101
156,1255
157,1322
158,1242
159,1235
160,1273
161,1339
162,1365
163,1397
164,1338
165,1232
166,1224
167,1339
168,1467
169,1555
170,1580
171,1551
172,1339
173,1240
174,1384
175,1639
176,1953
177,2090
178,2055
179,1820
180,1751
181,1880
182,2126
183,2498
184,2654
185,2505
186,2243
187,1994
188,2261
189,2654
190,2672
191,2578
192,2854
193,3138
194,3208
195,3481
196,3855
197,3907
198,3421
199,2749
200,2305
201,1975
202,2010
203,2199
204,2352
205,2327
206,2362
207,2213
208,1771
209,1654
210,1637
211,1519
212,1503
213,1608
214,1624
215,1548
216,1471
217,1445
218,1565
219,1705
220,1584
221,1198
222,635
223,327
224,144
225,97
226,70
227,68
228,62
229,57
230,46
231,46
232,52
233,44
234,48
235,49
236,26
237,36
238,39
239,31
240,27
241,18
242,22
243,19
244,20
245,18
246,8
247,7
248,8
249,14
250,8
251,11
252,20
253,20
254,1
255,0
